StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
23480,mini lights woodland mushrooms,3.726477272727273,1717,143
23481,pearlised ivory heart small,1.2429999999999999,217,23
23482,pearlised ivory heart large,1.6388888888888888,415,32
23483,hanging  butterfly tlight holder,1.2280597014925374,1310,57
23484,heart trellistriple tlight holder,2.8592307692307695,174,25
23485,botanical gardens wall clock,24.16,259,70
23486,antique heart shelf unit,16.44705882352941,267,64
23487,sweet heart cake carrier,9.869047619047619,78,41
23489,garland vintage bells,2.8872027972027974,876,125
23490,tlight holder hanging love bird,3.740315789473684,533,83
23491,vintage jingle bells heart,8.25,226,64
23492,vintage jingle bells wreath,8.25,74,24
23493,vintage doily travel sewing kit,1.9483240223463687,3516,282
23494,vintage doily deluxe sewing kit,5.933050847457627,722,145
23495,set of 3 pantry wooden spoons,1.25,192,21
23496,pantry kitchen thermometer,1.25,88,21
23497,classic chrome bicycle bell,1.4383050847457626,2511,150
23498,classic bicycle clips,1.4402247191011237,1587,77
23499,set 12 vintage doily chalk,0.42,1244,86
23500,key ring baseball boot assorted,1.2428409090909092,1580,76
23501,key ring baseball boot union jack,1.2379310344827588,1770,77
23502,playing cards vintage doiley,1.2452272727272726,690,80
23503,playing cards keep calm  carry on,1.24811377245509,3432,284
23504,playing cards jubilee union jack,1.2489447236180904,1661,164
23505,playing cards i love london,1.2420754716981133,1058,93
23506,mini playing cards spaceboy,0.41909090909090907,2694,114
23507,mini playing cards buffalo bill,0.41834862385321103,2839,91
23508,mini playing cards dolly girl,0.4189473684210526,2472,95
23509,mini playing cards fun fair,0.4178181818181818,1040,51
23510,mini playing cards gymkhana,0.41879999999999995,2297,90
23511,embroidered ribbon reel emily,2.0732558139534887,524,83
23512,embroidered ribbon reel rosie,2.0622448979591836,484,46
23513,embroidered ribbon reel susie,2.0706451612903227,556,59
23514,embroidered ribbon reel sally,2.0706451612903227,458,57
23515,embroidered ribbon reel daisy,2.0655,558,58
23516,embroidered ribbon reel sophie,3.7280952380952384,291,39
23517,embroidered ribbon reel rebecca,2.8743137254901963,312,50
23518,embroidered ribbon reel rachel,2.870487804878049,357,40
23519,embroidered ribbon reel claire,3.701578947368421,219,18
23520,embroidered ribbon reel ruby,3.734666666666667,165,30
23521,cat and bird wall art,2.618181818181818,388,21
23522,dog and ball wall art,2.575714285714286,341,20
23523,treasure ahoy wall art,3.656315789473684,357,35
23524,horse  pony wall art,3.6588235294117646,465,42
23525,buffalo bill wall art,3.6584090909090907,567,38
23526,dog licence wall art,5.814565217391305,882,79
23527,animals and nature wall art,3.6818604651162787,415,40
23528,spaceboy wall art,3.626764705882353,462,30
23529,dolly girl wall art,3.6103333333333336,629,26
23530,wall art only one person,4.7518918918918915,1037,60
23531,wall art big love,6.744897959183674,960,77
23532,wall art work rest and play,4.470769230769231,205,23
23533,wall art garden haven,5.151935483870968,210,27
23534,stop for tea wall art,5.881230769230768,1206,159
23535,bicycle saftey wall art,5.866196319018405,1123,135
23536,village show wall art,5.869864864864865,613,68
23537,i love london wall art,4.835714285714286,98,20
23538,wall art vintage heart,4.78925925925926,326,25
23539,wall art loves secret,5.797428571428571,237,32
23540,wall art the magic forest,6.142,146,9
23541,wall art classic puddings,8.1105,829,97
23542,70s alphabet wall art,8.045714285714286,484,55
23543,keep calm wall art,7.858958333333334,1227,81
23544,wall art mid century modern,7.523000000000001,164,17
23545,wrap red doiley,0.419047619047619,2475,76
23546,wrap paisley park,0.42,3250,106
23547,wrap flower shop,0.42,1575,57
23548,wrap magic forest,0.42,1075,42
23549,wrap bird garden,0.42,1300,46
23550,wrap alphabet poster,0.41873015873015873,1850,60
23551,pack of 12 paisley park tissues,0.38999999999999996,1614,88
23552,bicycle puncture repair kit,2.062181818181818,1730,93
23553,landmark frame camden town,12.375,557,50
23554,landmark frame oxford street,12.385185185185184,419,49
23555,landmark frame notting hill,12.405102040816328,419,45
23556,landmark frame covent garden,12.38076923076923,435,46
23557,landmark frame baker street,12.39310344827586,347,25
23558,landmark frame london bridge,12.401063829787235,410,43
23559,woodland bunnies lolly makers,2.0722666666666667,563,69
23560,set of 6 ribbons country style,2.87,163,20
23561,set of 6 ribbons party,2.8592307692307695,167,13
23562,set of 6 ribbons perfectly pretty,2.8791891891891894,243,37
23564,egg cup milkmaid ingrid,1.2449999999999999,587,39
23565,egg cup milkmaid helga,1.25,348,28
23566,egg cup milkmaid heidi,1.2408695652173913,784,44
23567,egg cup henrietta hen pink,1.25,187,15
23568,egg cup henrietta hen cream,1.2349999999999999,580,24
23569,tradtional alphabet stamp set,4.9455056179775285,926,152
23570,traditional pick up sticks game,1.25,1836,203
23571,traditional naughts  crosses,1.6490950226244343,2018,195
23574,packing charge,7.5,14,9
23575,snack tray paisley park,1.9375,164,22
23576,snack tray red vintage doily,1.94,185,28
23578,snack tray red gingham,1.95,56,11
23579,snack tray i love london,1.9375,149,22
23580,snack tray happy forest,1.9499999999999997,110,20
23581,jumbo bag paisley park,2.059223300970874,4358,230
23582,vintage doily jumbo bag red,2.0663713080168775,4434,186
23583,lunch bag paisley park,1.6447540983606557,3305,233
23597,paper bunting paisley park,2.9071428571428575,246,28
23598,paper bunting vintage party,2.930952380952381,420,40
23660,henrietta hen mug,1.65,293,30
23661,milk maids mug,1.6499999999999997,204,23
23681,lunch bag red vintage doily,1.6415966386554621,1547,105
23691,keep calm birthday wrap,0.4184210526315789,1175,36
23694,paisley park card,0.4175,348,23
23695,doily thank you card,0.41727272727272724,703,41
23697,a pretty thank you card,0.41777777777777775,438,26
35001B,hand open shape black,3.4900000000000007,16,5
35001G,hand open shape gold,3.7051612903225806,600,46
35001W,hand open shape decowhite,3.3954545454545455,750,78
35004B,set of 3 black flying ducks,4.660743801652893,1228,64
35004C,set of 3 coloured  flying ducks,5.1460698689956335,2851,112
35004G,set of 3 gold flying ducks,5.229692307692308,347,46
35004P,set of 3 pink flying ducks,5.040476190476191,84,17
35004S,set of 3 silver flying ducks,4.425,136,12
35015,jacobs ladder small,0.06,2064,35
35071,assorted santa christmas decoration,0.85,48,5
35085E,ivory rose lampshade,1.1666666666666667,39,7
35095A,blue victorian fabric oval box,0.415,1665,61
35095B,red victorian fabric oval box,0.41434782608695647,1824,73
35096A,blue victorian fabric heart box,0.4131578947368421,710,18
35096B,red victorian fabric heart box,0.4138095238095238,288,20
35160,buddha incense holder assorted,0.8152830188679245,2176,33
35233,pasta enamelbrass container,3.75,10,8
35240,enamel blue rim oval tray set2,8.49,48,35
35241,enamel blue rim biscuit bin,4.875531914893617,271,75
35265,colourful flower fruit bowl,3.5533333333333332,20,14
35271S,gold print paper bag,0.20277777777777778,414,17
35400,wooden box advent calendar,8.884477611940298,1239,241
35443,rasta in bath w spliff ashtray,0.85,15,9
35471A,set of 3 bird lblue feather,1.1857142857142857,360,41
35471D,set of 3 bird light pink feather,0.7223004694835681,1950,158
35591T,turquoise christmas tree,1.25,17,9
35594,wooden christmas tree 3 hanging,0.42000000000000004,138,18
35597B,blackchristmas tree 30cm,1.25,18,6
35597D,pinkwhite christmas tree 30cm,0.5825,58,7
35598B,black christmas tree 60cm,1.7520833333333334,919,37
35598D,pinkwhite christmas tree 60cm,0.8001923076923076,1642,43
35599B,black christmas tree 120cm,5.154736842105263,249,26
35599D,pink and white christmas tree 120cm,2.7664102564102566,322,23
35600D,pink and white christmas tree 180cm,5.866666666666666,140,11
35603C,set16 white shiny  matt baubles,0.7121739130434782,80,19
35607A,pink fluffy christmas decoration,0.19,545,27
35607B,black feather christmas decoration,0.19,310,15
35609A,pink feather christmas decoration,0.2488888888888889,427,17
35610A,pink christmas flock droplet,1.0425,138,8
35610B,black christmas flock droplet,1.1314285714285715,179,13
35610C,white christmas flock droplet,1.1116666666666666,91,6
35633B,blue tinsel garland,0.19000000000000003,130,12
35637A,ivory string curtain with pole,3.816666666666667,541,41
35637C,pink string curtain with pole,4.11875,97,14
35638A,pink and black string curtain,3.9499999999999997,39,6
35638B,pinkblue string curtain,3.45,115,7
35644,pair pinkblack coathangers,1.95,21,6
35645,vintage bead pink jewel box,4.25,51,18
35646,vintage bead pink evening bag,1.8050943396226415,533,37
35647,vintage bead pink shade,1.2329545454545454,525,19
35648,vintage bead pink purse,1.2153521126760565,867,48
35649,vintage bead cosmetic bag,3.144090909090909,1776,20
35651,vintage bead pink scarf,2.4789473684210526,337,32
35653,vintage bead notebook,2.95,183,42
35793,s3 puppies christmas decorations,2.016666666666667,101,7
35809A,enamel pink tea container,1.6027927927927927,1037,76
35809B,enamel blue rim tea container,2.0422727272727275,81,21
35810A,enamel pink coffee container,1.413047619047619,1117,72
35810B,enamel blue rim coffee container,1.669,307,43
35811A,enamel pink sugar container,1.887659574468085,391,24
35815P,acrylic jewel snowflake pink,1.1171428571428572,168,7
35816P,acrylic jewel angelpink,0.7528571428571428,292,7
35817P,acrylic jewel snowflakepink,1.248,418,9
35818B,acrylic jewel icicle blue,0.5387500000000001,403,8
35818P,acrylic jewel icicle pink,0.38,549,18
35819B,acrylic hanging jewelblue,0.543125,381,26
35819P,acrylic hanging jewelpink,0.5042857142857143,95,7
35824C,hanging flowersmirrorclear,0.935,235,8
35832,woolly hat sock glove advent string,3.002439024390244,1687,132
35833G,4 gold flock christmas balls,1.436206896551724,126,23
35833P,4 pink flock christmas balls,1.3755813953488372,161,32
35838A,s6 multicolour ornamenetal candle,1.2111111111111112,171,18
35838B,s6 silver ornamenetal candle,0.85,97,21
35840,flat glass  bauble white flock,1.19,36,5
35909A,rabbit easter decoration,2.95,20,5
35909B,pink flowers rabbit easter,2.95,16,6
35910A,multicolour easter rabbit,1.95,52,12
35910B,pink flowers rabbit easter,1.95,27,6
35911A,multicolour rabbit egg warmer,1.503809523809524,260,38
35911B,pinkflower rabbit egg warmer,2.1,57,12
35912B,whitepink chick decoration,1.2353846153846153,283,22
35913B,whitepink chick easter decoration,0.8499999999999999,97,17
35914,pink chick egg warmer  egg cup,1.6,175,25
35915B,blue knitted hen,1.6381249999999998,434,31
35915C,peach knitted hen,1.6334782608695653,388,23
35916A,yellow felt hanging heart w flower,0.85,51,7
35916B,blue felt hanging heart w flower,0.85,37,5
35916C,pink felt hanging heart w flower,0.85,85,9
35918B,blue floribunda egg warmer,1.25,10,5
35920,four rabbit easter decorations,1.1949999999999998,1065,18
35921,easter bunny hanging garland,1.25,154,23
35922,easter bunny wreath,4.916666666666667,76,20
35923,candy heart hanging decoration,0.7694029850746268,1453,51
35924,hanging fairy cake decoration,2.0211538461538465,2003,65
35931,pink star christmas decoration,0.48466666666666663,156,14
35932,pink christmas tree decoration,0.537,37,10
35933,pink stocking christmas decoration,0.38,312,20
35936,cerisegold christmas tree dec,0.38,36,8
35937,cerisegold christmas stocking dec,0.38,188,16
35951,folkart bauble christmas decoration,0.7497499999999999,1339,35
35953,folkart star christmas decorations,0.6345871559633027,3300,98
35954,small folkart star christmas dec,0.3410447761194029,1975,58
35957,smallfolkart bauble christmas dec,0.33096774193548384,3313,51
35958,folkart zinc star christmas dec,0.85,1100,58
35961,folkart zinc heart christmas dec,0.8445566502463054,10651,262
35962,12 ass zinc christmas decorations,2.1,520,52
35963,folkart zinc clip on angel wings,0.38,101,10
35964,folkart clip on stars,0.835344827586207,1005,50
35965,folkart heart napkin rings,2.402439024390244,375,62
35966,folkart christmas tree tlight hold,0.38,244,20
35967,folk art metal star tlight holder,0.39610169491525427,786,50
35968,folk art metal heart tlight holder,0.3768421052631579,701,49
35969,folkart crown table decorations,1.4594999999999998,450,36
35970,zinc folkart sleigh bells,1.7138709677419353,7851,415
35971,rose folkart heart decorations,1.2735658914728683,1836,91
35972,daisy folkart heart decoration,1.25,389,43
35973,geranium folkart heart decoration,1.25,47,11
35979,six string scandinavian heart decs,2.95,83,19
35980C,redwhite stripe scandinavian heart,0.38,375,28
35981C,white snow scandinavian stocking,0.4870769230769231,563,55
35991,set6 black snowflake tlights,0.5755102040816327,387,43
37327,asstd multicolour circles mug,0.5814545454545454,1535,42
37330,spots mug,1.7836363636363637,504,19
37333,retro tea for one,4.488235294117647,120,26
37340,multicolour spring flower mug,0.5329166666666666,13083,79
37342,spotty coffee cup  saucer,1.0350000000000001,1471,56
37343,spots design mug w pink inside,1.591095890410959,962,55
37345,asstd hearts design mugs,1.9000000000000001,318,5
37348,set of 4 pastel stacking mugs,2.55,13,5
37351,orange flower mug,0.9628571428571429,5395,7
37352,bird in tree mug,1.10625,4643,6
37370,retro coffee mugs assorted,1.2206267806267805,6948,184
37379A,pink cherry blossom cup  saucer,1.25,30,5
37399,ass retrospoof mugssports,0.9733333333333333,143,6
37410,black and white paisley flower mug,1.045,25685,13
37413,icon mug revolutionary,0.4112345679012346,701,52
37422,white with black cats bowl,0.8181481481481482,344,14
37423,white with black cats plate,0.7532,6091,17
37424,white with black cats mug,0.8031914893617021,5153,28
37441,assorted white embossed china mugs,2.0615384615384618,674,31
37444A,yellow breakfast cup and saucer,1.6500000000000001,2684,16
37444B,blue breakfast cup and saucer,2.6182352941176474,1996,14
37444C,pink breakfast cup and saucer,1.9923529411764709,1596,14
37446,mini cake stand with hanging cakes,1.4208860759493671,3496,168
37447,ceramic cake design spotted plate,1.477781954887218,2693,141
37448,ceramic cake design spotted mug,1.4787750556792874,4394,198
37449,ceramic cake stand  hanging cakes,9.582457420924573,2277,205
37450,ceramic cake bowl  hanging cakes,2.87625,2337,138
37461,funky monkey mug,1.2141791044776118,710,35
37462E,pet mug goldfish,0.3433333333333333,81,9
37464,robot mug in display box,1.2419148936170212,275,45
37467,pig mug in two colour designs,0.7185714285714286,212,28
37468,hardman mug 3 assorted,0.38999999999999996,63,11
37474,set4 2 tone egg shape mixing bowls,9.876999999999999,58,33
